EmployeeNumber,set,Attrition,Department,JobRole,OverTime,MonthlyIncome,Age,YearsAtCompany,JobSatisfaction,risk_score,risk_decile,top_shap_driver
1321,train,No,Research & Development,Manager,Yes,11916,30,9,1,0.4123,6,StockOptionLevel
1322,test,No,Research & Development,Manufacturing Director,No,4534,39,8,3,0.3651,4,Age
1324,train,No,Sales,Sales Executive,Yes,9852,31,10,3,0.3509,3,StockOptionLevel
1329,train,No,Sales,Sales Executive,No,6151,41,19,2,0.4074,6,Age
1331,test,Yes,Sales,Sales Representative,Yes,2302,31,3,2,0.6064,10,OverTime
1333,train,Yes,Research & Development,Laboratory Technician,No,2362,44,3,1,0.4227,7,Age
1334,train,No,Research & Development,Manager,Yes,17861,42,20,3,0.4436,7,OverTime
1336,train,No,Research & Development,Manager,No,19187,55,19,3,0.3276,1,MonthlyIncome
1338,train,No,Human Resources,Manager,No,19717,56,7,2,0.391,5,MonthlyIncome
1340,train,No,Research & Development,Research Scientist,No,3544,40,4,3,0.3582,3,OverTime
1344,test,No,Research & Development,Healthcare Representative,No,8500,34,9,4,0.3525,3,OverTime
1346,train,No,Research & Development,Research Scientist,No,4661,40,9,4,0.3311,2,Age
1349,train,No,Sales,Sales Executive,No,4103,41,9,1,0.3065,1,StockOptionLevel
1350,train,No,Research & Development,Research Scientist,Yes,4249,35,9,3,0.4198,6,OverTime
1352,train,No,Human Resources,Manager,Yes,14026,51,33,2,0.3555,3,MonthlyIncome
1355,train,No,Sales,Sales Executive,No,6893,38,7,1,0.3402,2,StockOptionLevel
1356,train,No,Sales,Sales Executive,No,6125,34,10,1,0.3759,4,OverTime
1358,train,No,Research & Development,Laboratory Technician,No,3669,25,3,4,0.4262,7,OverTime
1360,train,Yes,Research & Development,Manufacturing Director,Yes,10008,58,10,1,0.4077,6,OverTime
1361,train,No,Research & Development,Laboratory Technician,No,2387,40,4,2,0.3493,3,OverTime
1362,train,No,Sales,Sales Executive,No,4639,36,15,1,0.3293,2,OverTime
1363,test,No,Research & Development,Manufacturing Director,No,7898,48,10,4,0.3666,4,Age
1364,train,No,Sales,Sales Representative,No,2534,27,1,4,0.4667,8,OverTime
1367,train,No,Research & Development,Manufacturing Director,No,13142,51,5,2,0.4131,6,Age
1368,train,No,Research & Development,Laboratory Technician,No,1611,18,0,4,0.5539,9,JobLevel
1369,train,No,Research & Development,Laboratory Technician,No,5363,35,9,4,0.36,3,YearsWithCurrManager
1371,test,No,Sales,Sales Executive,No,5071,27,6,4,0.5658,9,StockOptionLevel
1372,train,Yes,Sales,Sales Executive,Yes,13695,55,19,3,0.6426,10,OverTime
1373,test,No,Research & Development,Manufacturing Director,Yes,13402,56,19,2,0.3586,3,MonthlyIncome
1374,train,No,Research & Development,Research Scientist,No,2029,34,5,3,0.4341,7,OverTime
1375,train,No,Research & Development,Healthcare Representative,No,6377,40,12,3,0.3752,4,NumCompaniesWorked
1377,train,No,Research & Development,Laboratory Technician,No,5429,34,8,3,0.3435,2,OverTime
1379,train,Yes,Sales,Sales Representative,No,2785,31,1,4,0.6281,10,Age
1380,train,Yes,Sales,Sales Executive,Yes,4614,35,4,3,0.5044,8,OverTime
1382,train,No,Research & Development,Research Scientist,No,2610,38,4,3,0.3367,2,Age
1383,train,No,Research & Development,Healthcare Representative,No,6687,34,14,4,0.3251,1,Age
1387,train,No,Sales,Sales Executive,No,4724,28,5,1,0.3995,6,StockOptionLevel
1389,test,Yes,Research & Development,Manufacturing Director,Yes,6179,31,10,3,0.3787,5,MonthlyIncome
1390,train,No,Sales,Sales Executive,Yes,6120,39,5,4,0.4807,8,OverTime
1391,train,No,Sales,Sales Executive,No,10596,51,4,2,0.4417,7,Age
1392,train,No,Research & Development,Research Scientist,Yes,5467,41,6,4,0.31,1,MonthlyIncome
1394,train,No,Research & Development,Research Scientist,Yes,2996,37,6,3,0.5426,9,OverTime
1395,test,No,Sales,Sales Executive,No,9998,33,5,4,0.5365,9,StockOptionLevel
1396,train,No,Sales,Sales Executive,Yes,4078,32,3,2,0.4008,6,StockOptionLevel
1397,train,No,Research & Development,Healthcare Representative,No,10920,39,6,3,0.3515,3,OverTime
1399,test,No,Sales,Sales Executive,No,6232,25,3,3,0.4875,8,StockOptionLevel
1401,train,No,Research & Development,Manufacturing Director,Yes,13247,52,5,3,0.3415,2,MonthlyIncome
1402,train,No,Research & Development,Research Scientist,Yes,4081,43,20,3,0.4997,8,OverTime
1403,test,No,Sales,Sales Executive,Yes,5769,27,6,4,0.5574,9,StockOptionLevel
1405,train,Yes,Research & Development,Research Scientist,Yes,2394,27,8,3,0.6393,10,MonthlyIncome
1407,test,No,Research & Development,Research Scientist,No,3904,26,4,4,0.5181,9,Age
1408,train,No,Human Resources,Manager,No,16799,42,20,1,0.3046,1,Age
1409,train,No,Research & Development,Laboratory Technician,No,2950,52,5,1,0.4062,6,Age
1411,train,No,Research & Development,Laboratory Technician,No,3629,37,3,3,0.3858,5,Age
1412,train,No,Research & Development,Manufacturing Director,No,9362,35,2,4,0.3736,4,Age
1415,train,No,Research & Development,Laboratory Technician,No,3229,25,3,4,0.4371,7,OverTime
1417,test,No,Research & Development,Laboratory Technician,No,3578,26,7,1,0.4827,8,Age
1419,test,No,Human Resources,Human Resources,No,7988,29,10,1,0.4695,8,StockOptionLevel
1420,train,Yes,Research & Development,Laboratory Technician,No,4284,49,4,1,0.4933,8,Age
1421,test,Yes,Research & Development,Healthcare Representative,Yes,7553,29,8,4,0.4581,7,StockOptionLevel
1422,train,No,Research & Development,Research Director,No,17328,54,20,4,0.366,4,Age
1423,train,No,Research & Development,Research Director,Yes,19701,58,9,1,0.3656,4,MonthlyIncome
1424,train,No,Research & Development,Research Director,No,14732,55,7,4,0.3086,1,MonthlyIncome
1425,train,No,Sales,Sales Executive,Yes,9278,36,5,2,0.579,9,OverTime
1427,train,Yes,Sales,Sales Representative,No,1359,31,1,3,0.6799,10,MonthlyIncome
1428,test,No,Sales,Sales Executive,No,4779,30,3,1,0.3328,2,StockOptionLevel
1430,test,No,Research & Development,Research Director,No,16422,31,3,2,0.5069,8,Age
1431,train,No,Research & Development,Research Scientist,No,2996,34,4,1,0.3459,3,OverTime
1433,train,Yes,Research & Development,Research Scientist,No,1261,31,1,2,0.6564,10,MonthlyIncome
1434,train,No,Research & Development,Laboratory Technician,No,2099,27,5,1,0.4588,7,OverTime
1435,train,No,Research & Development,Laboratory Technician,No,5810,36,10,4,0.3731,4,Age
1436,train,No,Sales,Sales Executive,No,5647,36,3,1,0.3379,2,OverTime
1438,train,No,Research & Development,Research Scientist,No,3420,47,6,4,0.4053,6,Age
1439,train,Yes,Sales,Sales Representative,No,4400,25,3,1,0.5111,8,Age
1440,train,No,Research & Development,Laboratory Technician,No,3500,37,6,3,0.3955,5,Age
1441,train,No,Research & Development,Research Scientist,No,2066,56,3,1,0.4536,7,OverTime
1443,test,No,Research & Development,Research Director,No,17169,47,20,3,0.3331,2,StockOptionLevel
1445,train,No,Sales,Sales Executive,Yes,4162,24,5,3,0.385,5,StockOptionLevel
1446,train,No,Sales,Sales Executive,No,9204,32,4,4,0.3423,2,StockOptionLevel
1447,train,No,Research & Development,Laboratory Technician,No,3294,34,5,2,0.3472,3,OverTime
1448,train,No,Research & Development,Research Scientist,Yes,2127,41,4,3,0.5562,9,OverTime
1449,test,No,Research & Development,Laboratory Technician,No,3975,40,8,3,0.3167,1,OverTime
1453,train,No,Sales,Sales Executive,No,10793,31,13,4,0.3445,2,StockOptionLevel
1457,train,Yes,Sales,Sales Executive,No,10096,46,7,4,0.3992,6,StockOptionLevel
1458,test,Yes,Research & Development,Laboratory Technician,Yes,3646,39,1,1,0.5981,10,OverTime
1459,train,Yes,Research & Development,Manufacturing Director,No,7446,31,10,2,0.4956,8,StockOptionLevel
1460,train,No,Research & Development,Healthcare Representative,Yes,10851,45,7,1,0.4093,6,OverTime
1461,test,No,Human Resources,Human Resources,No,2109,31,3,2,0.5356,9,Age
1464,train,Yes,Research & Development,Laboratory Technician,Yes,3722,31,2,4,0.6473,10,JobLevel
1465,train,No,Research & Development,Manufacturing Director,Yes,9380,45,3,4,0.3892,5,Age
1466,train,No,Sales,Sales Executive,No,5486,48,2,1,0.3436,2,StockOptionLevel
1467,train,Yes,Human Resources,Human Resources,No,2742,34,2,3,0.3892,5,OverTime
1468,train,No,Research & Development,Research Director,No,13757,40,9,2,0.3207,1,MonthlyIncome
1469,train,No,Sales,Sales Executive,No,8463,28,5,1,0.4481,7,StockOptionLevel
1471,test,No,Research & Development,Laboratory Technician,No,3162,44,5,3,0.3631,4,Age
1472,train,No,Research & Development,Research Director,No,16598,53,9,2,0.3662,4,Age
1473,train,No,Research & Development,Healthcare Representative,No,6651,49,3,3,0.348,3,StockOptionLevel
1474,test,No,Research & Development,Research Scientist,No,2345,40,3,3,0.3412,2,OverTime
1475,test,No,Research & Development,Research Scientist,No,3420,44,5,2,0.3884,5,Age
1477,train,No,Sales,Sales Executive,No,4373,33,4,1,0.3424,2,StockOptionLevel
1478,train,No,Sales,Sales Executive,No,4759,34,13,1,0.3906,5,OverTime
1479,train,No,Sales,Sales Executive,No,5301,30,2,3,0.379,5,StockOptionLevel
1480,train,No,Research & Development,Laboratory Technician,No,3673,42,12,4,0.4073,6,Age
1481,test,No,Sales,Sales Executive,No,4768,44,1,3,0.3737,4,Age
1482,train,No,Research & Development,Research Scientist,No,1274,30,1,3,0.535,9,MonthlyIncome
1483,test,No,Research & Development,Research Scientist,No,4900,57,12,3,0.3354,2,StockOptionLevel
1484,train,No,Research & Development,Healthcare Representative,No,10466,49,8,2,0.3433,2,StockOptionLevel
1485,train,No,Research & Development,Research Director,No,17007,34,14,1,0.3746,4,MonthlyIncome
1486,train,Yes,Sales,Sales Representative,No,2909,28,3,3,0.4738,8,StockOptionLevel
1487,train,Yes,Sales,Sales Executive,No,5765,29,5,2,0.6516,10,StockOptionLevel
1489,train,Yes,Sales,Sales Executive,Yes,4599,34,15,2,0.6117,10,OverTime
1492,train,No,Sales,Sales Representative,No,2404,35,1,3,0.4134,6,OverTime
1494,train,Yes,Research & Development,Laboratory Technician,Yes,3172,24,0,1,0.7129,10,Age
1495,train,No,Sales,Sales Representative,No,2033,24,1,2,0.4938,8,OverTime
1496,train,No,Research & Development,Manufacturing Director,Yes,10209,44,2,3,0.4805,8,Age
1497,train,No,Sales,Sales Executive,No,8620,29,10,3,0.3517,3,StockOptionLevel
1499,train,No,Human Resources,Human Resources,No,2064,30,5,3,0.3972,6,MonthlyIncome
1501,train,No,Research & Development,Healthcare Representative,Yes,4035,55,3,3,0.4398,7,OverTime
1502,test,No,Research & Development,Laboratory Technician,No,3838,33,5,2,0.5292,9,Age
1503,train,No,Sales,Sales Executive,Yes,4591,47,5,3,0.4628,7,OverTime
1504,train,Yes,Research & Development,Laboratory Technician,No,2561,28,0,1,0.695,10,Age
1506,train,No,Research & Development,Research Scientist,No,1563,28,1,3,0.5512,9,MonthlyIncome
1507,train,No,Sales,Sales Executive,No,4898,28,4,1,0.5065,8,StockOptionLevel
1509,train,No,Research & Development,Laboratory Technician,No,4789,49,3,1,0.3274,1,StockOptionLevel
1513,train,No,Research & Development,Laboratory Technician,No,3180,29,3,2,0.4143,6,JobLevel
1514,test,No,Research & Development,Manufacturing Director,No,6549,28,8,2,0.3565,3,StockOptionLevel
1515,test,No,Research & Development,Healthcare Representative,Yes,6388,33,0,3,0.5462,9,StockOptionLevel
1516,train,No,Research & Development,Manager,No,11244,32,5,4,0.4848,8,StockOptionLevel
1520,train,No,Research & Development,Manager,No,16032,54,14,4,0.329,1,StockOptionLevel
1522,train,Yes,Research & Development,Research Scientist,No,2362,29,9,1,0.6228,10,MonthlyIncome
1523,train,No,Research & Development,Research Director,No,16328,44,20,1,0.3303,2,MonthlyIncome
1525,train,No,Research & Development,Manufacturing Director,No,8376,39,2,2,0.3564,3,Age
1527,train,No,Sales,Manager,No,16606,46,13,2,0.3525,3,MonthlyIncome
1529,train,No,Research & Development,Healthcare Representative,No,8606,35,11,2,0.4014,6,Age
1533,train,No,Research & Development,Laboratory Technician,No,2272,23,4,3,0.4549,7,Age
1534,train,Yes,Research & Development,Laboratory Technician,No,2018,40,5,1,0.5952,10,MonthlyIncome
1535,train,No,Sales,Sales Executive,Yes,7083,34,10,3,0.5191,9,OverTime
1537,train,Yes,Research & Development,Research Scientist,No,4084,31,7,3,0.5674,9,StockOptionLevel
1539,train,No,Research & Development,Research Director,Yes,14411,50,32,4,0.4451,7,OverTime
1541,test,No,Sales,Sales Representative,Yes,2308,34,11,3,0.5417,9,OverTime
1542,train,No,Research & Development,Laboratory Technician,No,4841,42,1,2,0.3551,3,Age
1543,test,No,Research & Development,Research Scientist,No,4285,37,10,4,0.3845,5,Age
1544,train,No,Research & Development,Healthcare Representative,No,9715,29,7,1,0.3428,2,StockOptionLevel
1545,train,No,Research & Development,Manufacturing Director,No,4320,33,5,2,0.4389,7,StockOptionLevel
1546,test,No,Research & Development,Research Scientist,No,2132,45,5,4,0.3536,3,OverTime
1547,train,No,Research & Development,Healthcare Representative,Yes,10124,42,20,4,0.3394,2,Age
1548,train,No,Sales,Sales Executive,No,5473,40,8,1,0.4009,6,Age
1549,train,No,Research & Development,Laboratory Technician,Yes,5207,33,15,3,0.4103,6,MonthlyIncome
1550,train,No,Human Resources,Manager,Yes,16437,40,21,4,0.3938,5,OverTime
1551,test,No,Research & Development,Laboratory Technician,No,2296,24,1,1,0.5488,9,MonthlyIncome
1552,train,No,Research & Development,Healthcare Representative,Yes,4069,40,2,4,0.3736,4,Age
1553,train,No,Research & Development,Healthcare Representative,No,7441,45,10,2,0.3752,4,OverTime
1554,train,No,Sales,Sales Representative,No,2430,35,5,3,0.3235,1,OverTime
1555,train,No,Research & Development,Research Scientist,No,5878,32,7,2,0.3122,1,StockOptionLevel
1556,train,No,Sales,Sales Representative,Yes,2644,36,3,4,0.5287,9,OverTime
1557,train,No,Sales,Sales Executive,No,6439,48,8,3,0.3598,3,OverTime
1558,train,No,Research & Development,Research Scientist,No,2451,29,1,3,0.5038,8,OverTime
1560,train,No,Sales,Sales Executive,No,6392,33,2,1,0.3527,3,StockOptionLevel
1562,test,Yes,Sales,Sales Executive,No,9714,30,10,1,0.3605,3,StockOptionLevel
1563,train,No,Human Resources,Human Resources,No,6077,38,6,3,0.3468,3,Age
1564,train,No,Research & Development,Laboratory Technician,No,2450,35,3,1,0.4055,6,Age
1568,train,No,Sales,Sales Executive,No,9250,30,4,2,0.4186,6,StockOptionLevel
1569,train,Yes,Research & Development,Laboratory Technician,Yes,2074,35,1,1,0.6616,10,OverTime
1572,test,Yes,Research & Development,Manufacturing Director,No,10169,53,33,4,0.3456,3,StockOptionLevel
1573,train,Yes,Research & Development,Manufacturing Director,No,4855,38,5,2,0.3444,2,Age
1574,test,No,Research & Development,Research Scientist,No,4087,32,6,1,0.3112,1,StockOptionLevel
1576,train,No,Research & Development,Research Scientist,No,2367,48,8,1,0.3955,6,OverTime
1577,test,No,Research & Development,Research Scientist,No,2972,34,1,4,0.5306,9,YearsWithCurrManager
1578,train,No,Sales,Manager,No,19586,55,36,4,0.3423,2,MonthlyIncome
1580,train,No,Research & Development,Research Scientist,No,5484,34,2,4,0.3632,4,NumCompaniesWorked
1581,train,No,Research & Development,Research Scientist,No,2061,26,1,4,0.5026,8,OverTime
1582,test,No,Sales,Sales Executive,No,9924,38,9,2,0.367,4,OverTime
1583,train,No,Sales,Sales Executive,No,4198,38,3,2,0.3818,5,Age
1585,train,No,Sales,Sales Executive,No,6815,36,1,3,0.4129,6,OverTime
1586,train,No,Research & Development,Laboratory Technician,Yes,4723,29,10,1,0.4953,8,MonthlyIncome
1587,train,No,Research & Development,Healthcare Representative,Yes,6142,35,5,3,0.4837,8,OverTime
1588,train,No,Sales,Sales Executive,No,8237,39,7,3,0.3756,4,OverTime
1590,train,No,Research & Development,Healthcare Representative,No,8853,29,6,4,0.3545,3,StockOptionLevel
1591,test,No,Sales,Manager,Yes,19331,50,1,3,0.36,3,Age
1592,test,No,Research & Development,Research Scientist,No,2073,23,2,3,0.4067,6,MonthlyIncome
1594,train,No,Research & Development,Laboratory Technician,Yes,5562,36,3,1,0.4386,7,OverTime
1595,train,No,Research & Development,Manager,No,19613,42,1,4,0.3705,4,Age
1596,train,No,Research & Development,Laboratory Technician,No,3407,35,10,3,0.3292,2,OverTime
1597,train,No,Research & Development,Healthcare Representative,No,5063,34,8,3,0.3117,1,MonthlyIncome
1598,train,No,Sales,Sales Executive,No,4639,40,5,1,0.3377,2,OverTime
1599,train,No,Research & Development,Laboratory Technician,No,4876,43,6,2,0.3445,2,Age
1601,train,No,Research & Development,Laboratory Technician,No,2690,35,1,4,0.3662,4,Age
1602,train,No,Sales,Manager,No,17567,46,26,1,0.3845,5,MonthlyIncome
1604,train,Yes,Research & Development,Laboratory Technician,Yes,2408,28,1,2,0.7199,10,MonthlyIncome
1605,test,No,Research & Development,Research Scientist,Yes,2814,22,4,3,0.6411,10,OverTime
1606,train,No,Research & Development,Healthcare Representative,Yes,11245,50,30,3,0.4235,7,OverTime
1607,train,No,Research & Development,Research Scientist,No,3312,32,3,4,0.3722,4,StockOptionLevel
1608,train,No,Research & Development,Research Director,Yes,19049,44,22,4,0.3366,2,MonthlyIncome
1609,train,No,Research & Development,Research Scientist,No,2141,30,6,2,0.4632,7,MonthlyIncome
1611,train,No,Research & Development,Laboratory Technician,Yes,5769,45,10,1,0.4671,8,OverTime
1612,test,No,Sales,Sales Executive,No,4385,45,10,1,0.3981,6,OverTime
1613,train,No,Sales,Sales Executive,No,5332,31,5,1,0.5444,9,StockOptionLevel
1614,train,No,Research & Development,Manufacturing Director,Yes,4663,36,3,3,0.3769,4,OverTime
1615,train,No,Research & Development,Manufacturing Director,No,4724,34,9,4,0.2888,1,StockOptionLevel
1617,train,No,Research & Development,Laboratory Technician,No,3211,49,9,1,0.351,3,OverTime
1618,test,No,Research & Development,Manufacturing Director,No,5377,39,7,1,0.3474,3,Age
1619,train,No,Research & Development,Laboratory Technician,No,4066,27,7,1,0.3753,4,StockOptionLevel
1621,train,No,Research & Development,Research Scientist,No,5208,35,16,1,0.346,3,Age
1622,train,No,Research & Development,Manufacturing Director,No,4877,28,5,1,0.4282,7,YearsWithCurrManager
1623,train,No,Research & Development,Research Scientist,No,3117,21,2,4,0.5327,9,Age
1624,train,Yes,Sales,Sales Representative,Yes,1569,18,0,4,0.7326,10,MonthlyIncome
1625,train,No,Human Resources,Manager,No,19658,47,5,3,0.3003,1,Age
1627,train,No,Research & Development,Laboratory Technician,No,3069,39,10,3,0.3007,1,OverTime
1628,train,No,Research & Development,Manufacturing Director,No,10435,40,18,3,0.3726,4,OverTime
1630,train,No,Research & Development,Healthcare Representative,No,4148,35,14,3,0.2979,1,OverTime
1631,test,No,Research & Development,Manufacturing Director,No,5768,37,4,3,0.3349,2,MonthlyIncome
1633,train,No,Research & Development,Manufacturing Director,No,5042,39,9,3,0.4105,6,Age
1635,train,No,Research & Development,Manufacturing Director,No,5770,45,10,4,0.3079,1,StockOptionLevel
1638,train,No,Research & Development,Manufacturing Director,Yes,7756,38,5,3,0.3491,3,OverTime
1639,train,Yes,Sales,Sales Executive,No,10306,35,13,1,0.4854,8,OverTime
1640,train,No,Research & Development,Research Scientist,No,3936,37,8,2,0.3851,5,WorkLifeBalance
1641,train,No,Research & Development,Manufacturing Director,Yes,7945,40,4,4,0.3916,5,Age
1642,train,No,Human Resources,Human Resources,Yes,5743,44,10,4,0.4255,7,Age
1644,train,No,Research & Development,Manager,No,15202,48,2,4,0.3179,1,MonthlyIncome
1645,test,Yes,Sales,Sales Executive,Yes,5440,35,2,4,0.4842,8,OverTime
1646,test,No,Research & Development,Research Scientist,Yes,3760,24,6,4,0.6266,10,JobLevel
1647,train,No,Research & Development,Research Scientist,No,3517,27,3,3,0.5206,9,Age
1648,test,No,Research & Development,Research Scientist,No,2580,27,4,4,0.5733,9,Age
1649,train,Yes,Research & Development,Laboratory Technician,Yes,2166,40,4,1,0.6553,10,MonthlyIncome
1650,train,No,Sales,Sales Executive,No,5869,29,5,3,0.5388,9,Age
1651,train,No,Research & Development,Healthcare Representative,No,8008,36,3,1,0.3486,3,OverTime
1653,train,No,Research & Development,Manufacturing Director,No,5206,25,7,3,0.298,1,StockOptionLevel
1654,train,No,Research & Development,Manufacturing Director,No,5295,39,5,2,0.4217,7,YearsWithCurrManager
1655,test,No,Research & Development,Research Director,No,16413,49,4,2,0.3555,3,MonthlyIncome
1656,train,No,Research & Development,Research Director,No,13269,50,14,1,0.334,2,MonthlyIncome
1657,train,No,Sales,Sales Representative,No,2783,20,2,3,0.554,9,Age
1658,train,No,Research & Development,Research Scientist,No,5433,34,11,2,0.2923,1,OverTime
1659,test,No,Research & Development,Laboratory Technician,No,2013,36,4,2,0.413,6,Age
1661,train,No,Research & Development,Healthcare Representative,Yes,13966,49,15,3,0.3551,3,MonthlyIncome
1662,train,No,Research & Development,Manufacturing Director,No,4374,36,3,3,0.3397,2,Age
1664,test,No,Research & Development,Healthcare Representative,No,6842,36,5,1,0.3406,2,StockOptionLevel
1665,test,No,Research & Development,Manager,No,17426,54,10,3,0.3461,3,MonthlyIncome
1666,train,No,Research & Development,Research Director,No,17603,43,14,3,0.3114,1,StockOptionLevel
1667,test,Yes,Sales,Sales Executive,Yes,4581,35,11,4,0.5262,9,OverTime
1668,train,No,Research & Development,Research Scientist,No,4735,38,13,4,0.3146,1,StockOptionLevel
1669,train,No,Sales,Sales Executive,Yes,4187,29,10,2,0.3608,4,StockOptionLevel
1670,train,No,Sales,Sales Executive,No,5505,33,6,4,0.304,1,StockOptionLevel
1671,train,No,Research & Development,Research Scientist,No,5470,32,9,2,0.3105,1,StockOptionLevel
1673,train,No,Sales,Sales Executive,No,5476,31,10,4,0.3339,2,StockOptionLevel
1674,train,No,Research & Development,Laboratory Technician,Yes,2587,49,2,1,0.5439,9,OverTime
1675,train,No,Research & Development,Laboratory Technician,No,2440,38,4,2,0.4026,6,Age
1676,test,No,Sales,Manager,No,15972,47,3,2,0.3848,5,NumCompaniesWorked
1677,train,No,Research & Development,Manager,No,15379,49,8,3,0.3263,1,Age
1678,train,No,Sales,Sales Executive,Yes,7082,41,2,3,0.5657,9,OverTime
1680,train,No,Sales,Sales Representative,No,2728,20,2,1,0.5479,9,Age
1681,train,No,Sales,Sales Executive,Yes,5368,33,6,4,0.3822,5,StockOptionLevel
1682,train,No,Research & Development,Healthcare Representative,No,5347,36,3,3,0.3736,4,OverTime
1683,train,No,Human Resources,Human Resources,Yes,3195,44,2,4,0.4197,6,Age
1684,train,Yes,Research & Development,Laboratory Technician,Yes,3989,23,5,3,0.5772,9,OverTime
1687,test,No,Research & Development,Laboratory Technician,No,3306,38,0,3,0.3895,5,Age
1689,test,No,Research & Development,Healthcare Representative,No,7005,53,4,4,0.4096,6,Age
1691,test,Yes,Sales,Sales Representative,Yes,2655,48,9,3,0.4801,8,OverTime
1692,train,Yes,Research & Development,Laboratory Technician,No,1393,32,1,2,0.6207,10,MonthlyIncome
1693,train,No,Research & Development,Laboratory Technician,No,2570,26,7,4,0.4488,7,OverTime
1694,test,No,Research & Development,Research Scientist,No,3537,55,4,2,0.4351,7,OverTime
1696,train,No,Research & Development,Laboratory Technician,No,3986,34,15,4,0.309,1,StockOptionLevel
1697,train,No,Research & Development,Healthcare Representative,No,10883,60,1,4,0.2943,1,Age
1698,test,No,Research & Development,Laboratory Technician,No,2028,33,14,2,0.4053,6,OverTime
1700,train,No,Sales,Sales Executive,No,9525,37,6,4,0.3512,3,StockOptionLevel
1701,train,No,Research & Development,Research Scientist,No,2929,34,10,4,0.3565,3,OverTime
1702,train,Yes,Sales,Sales Representative,Yes,2275,23,3,4,0.6771,10,MonthlyIncome
1703,train,No,Research & Development,Healthcare Representative,Yes,7879,44,8,4,0.3243,1,Age
1704,train,No,Research & Development,Research Scientist,Yes,4930,35,5,4,0.4959,8,OverTime
1706,train,No,Sales,Sales Executive,Yes,7847,43,10,4,0.3858,5,OverTime
1707,train,No,Research & Development,Research Scientist,No,4401,24,5,3,0.329,1,StockOptionLevel
1708,train,No,Sales,Sales Executive,No,9241,41,10,3,0.3832,5,Age
1709,train,No,Research & Development,Laboratory Technician,No,2974,29,5,3,0.404,6,OverTime
1710,train,No,Sales,Sales Representative,No,4502,36,13,4,0.3496,3,Age
1712,train,No,Research & Development,Healthcare Representative,No,10748,45,23,3,0.3572,3,StockOptionLevel
1714,train,Yes,Human Resources,Human Resources,No,1555,24,1,3,0.5441,9,MonthlyIncome
1716,train,Yes,Sales,Sales Executive,No,12936,47,23,3,0.3993,6,Age
1718,test,No,Research & Development,Laboratory Technician,No,2305,26,3,3,0.4508,7,OverTime
1719,train,No,Research & Development,Research Director,No,16704,45,21,2,0.3683,4,Age
1720,train,No,Research & Development,Research Scientist,No,3433,32,5,3,0.4705,8,StockOptionLevel
1721,train,No,Research & Development,Laboratory Technician,No,3477,31,5,3,0.3781,5,OverTime
1722,test,No,Human Resources,Human Resources,No,6430,41,3,2,0.3181,1,StockOptionLevel
1724,train,No,Research & Development,Manufacturing Director,Yes,6516,40,1,1,0.3895,5,MonthlyIncome
1725,train,No,Research & Development,Laboratory Technician,No,3907,24,6,1,0.3793,5,OverTime
1727,train,No,Research & Development,Healthcare Representative,No,5562,46,10,2,0.3547,3,Age
1728,train,No,Research & Development,Manufacturing Director,No,6883,35,7,3,0.3431,2,StockOptionLevel
1729,train,No,Research & Development,Research Scientist,No,2862,30,10,4,0.3867,5,OverTime
1731,train,No,Sales,Sales Executive,No,4978,47,1,2,0.4227,7,MonthlyIncome
1732,train,No,Sales,Sales Executive,Yes,10368,46,10,4,0.3647,4,StockOptionLevel
1733,train,Yes,Sales,Sales Executive,Yes,6134,36,2,1,0.5335,9,OverTime
1734,train,Yes,Sales,Sales Executive,No,6735,32,0,2,0.5839,9,StockOptionLevel
1735,train,No,Research & Development,Laboratory Technician,No,3295,23,3,2,0.5402,9,Age
1736,test,No,Research & Development,Manufacturing Director,No,5238,31,5,4,0.4891,8,Age
1737,train,No,Research & Development,Laboratory Technician,Yes,6472,39,9,4,0.3155,1,MonthlyIncome
1739,test,No,Sales,Sales Executive,No,9610,32,4,3,0.3834,5,StockOptionLevel
1740,train,No,Sales,Manager,No,19833,40,21,2,0.3632,4,Age
1744,train,No,Human Resources,Human Resources,No,9756,45,5,3,0.3424,2,StockOptionLevel
1745,test,No,Research & Development,Research Scientist,No,4968,30,9,1,0.5321,9,StockOptionLevel
1746,test,No,Human Resources,Human Resources,No,2145,24,2,4,0.4831,8,MonthlyIncome
1747,train,Yes,Human Resources,Human Resources,No,2180,30,4,4,0.5739,9,MonthlyIncome
1749,train,No,Sales,Sales Executive,No,8346,31,5,3,0.3603,3,StockOptionLevel
1751,train,No,Research & Development,Research Scientist,No,3445,27,6,4,0.4978,8,Age
1752,train,Yes,Sales,Sales Representative,No,2760,29,2,2,0.5699,9,Age
1753,train,No,Research & Development,Healthcare Representative,Yes,6294,29,3,3,0.4894,8,StockOptionLevel
1754,train,No,Sales,Sales Executive,No,7140,30,7,1,0.3669,4,StockOptionLevel
1755,train,No,Research & Development,Research Scientist,Yes,2932,34,5,4,0.428,7,OverTime
1756,train,No,Sales,Sales Executive,No,5147,33,11,2,0.4789,8,StockOptionLevel
1757,test,No,Sales,Sales Executive,No,4507,49,5,4,0.3896,5,Age
1758,train,Yes,Sales,Sales Executive,Yes,8564,33,0,1,0.6935,10,StockOptionLevel
1760,train,No,Research & Development,Laboratory Technician,No,2468,38,6,2,0.3891,5,Age
1761,test,Yes,Sales,Sales Executive,No,8161,31,1,3,0.4341,7,StockOptionLevel
